id,customer_id,vehicle_id,sale_date,sale_price,payment_method
1512,329,13,8/5/2023,65899.32,Cash
1513,303,34,12/17/2023,97801.05,Online Transfer
1514,16,21,12/3/2023,79059.85,Cash
1515,341,32,9/3/2023,66508.14,Credit Card
1516,2295,40,1/10/2024,79834.26,Credit Card
1517,2030,9,12/5/2023,49968.02,Online Transfer
1518,1298,38,10/24/2023,63646.06,Credit Card
1519,2225,10,3/11/2024,67540.13,Credit Card
1520,2479,7,8/6/2023,67972.2,Online Transfer
1521,710,14,7/12/2023,40073.37,Online Transfer
1522,1386,31,11/16/2023,77715.26,Credit Card
1523,435,3,3/25/2023,71087.75,Online Transfer
1524,1575,35,5/30/2023,53495.86,Online Transfer
1525,930,20,6/1/2023,42711.52,Credit Card
1526,1965,12,12/18/2023,80980.53,Online Transfer
1527,2073,17,9/16/2023,82468.11,Cash
1528,1577,37,4/14/2023,66388.84,Credit Card
1529,524,28,4/11/2023,99456.0,Cash
1530,1193,17,7/23/2023,59889.7,Credit Card
1531,883,6,5/31/2023,88478.37,Credit Card
1532,2195,33,9/13/2023,32904.57,Online Transfer
1533,156,32,1/2/2024,55101.93,Online Transfer
1534,1554,19,4/12/2023,82758.39,Online Transfer
1535,1525,8,1/21/2024,71239.89,Online Transfer
1536,169,18,11/22/2023,57398.48,Cash
1537,2433,26,2/10/2024,97619.56,Online Transfer
1538,161,35,11/8/2023,86297.64,Online Transfer
1539,93,9,12/18/2023,94338.22,Online Transfer
1540,315,30,3/31/2023,50925.6,Credit Card
1541,1770,27,3/25/2023,44608.84,Credit Card
1542,1816,20,10/23/2023,43567.72,Online Transfer
1543,1552,12,6/3/2023,34091.78,Online Transfer
1544,1339,2,7/2/2023,94859.57,Credit Card
1545,577,7,3/14/2024,73514.02,Credit Card
1546,1406,39,10/3/2023,93132.54,Credit Card
1547,929,40,7/2/2023,36854.63,Online Transfer
1548,1940,1,2/19/2024,33037.7,Credit Card
1549,681,34,12/25/2023,50423.06,Credit Card
1550,1435,14,1/22/2024,72255.02,Cash
1551,1812,10,8/27/2023,96581.34,Credit Card
1552,1475,16,2/18/2024,87925.56,Credit Card
1553,330,11,9/6/2023,31928.55,Online Transfer
1554,401,31,10/7/2023,34901.83,Online Transfer
1555,2434,13,5/3/2023,38967.39,Online Transfer
1556,1202,29,7/27/2023,54025.56,Credit Card
1557,1543,23,5/22/2023,77958.98,Credit Card
1558,1272,25,1/29/2024,54631.07,Credit Card
1559,821,4,12/26/2023,32405.79,Cash
1560,2035,22,8/3/2023,68494.6,Credit Card
1561,772,21,1/21/2024,54968.89,Online Transfer
1562,306,24,5/11/2023,78723.85,Credit Card
1563,722,5,3/2/2024,69260.5,Online Transfer
1564,1107,38,2/27/2024,31350.17,Credit Card
1565,1907,15,9/2/2023,32919.82,Credit Card
1566,474,37,5/21/2023,57609.66,Cash
1567,1177,3,11/1/2023,97532.8,Online Transfer
1568,1888,36,7/2/2023,54348.79,Credit Card
1569,1175,4,12/27/2023,80753.64,Credit Card
1570,1443,24,8/10/2023,49303.16,Cash
1571,2336,35,6/19/2023,61067.81,Credit Card
1572,132,32,7/21/2023,78032.28,Cash
1573,849,20,6/16/2023,78640.09,Online Transfer
1574,1859,23,6/15/2023,52248.11,Cash
1575,490,3,8/3/2023,71369.32,Online Transfer
1576,608,25,4/6/2023,71594.1,Online Transfer
1577,1498,29,8/15/2023,51648.65,Credit Card
1578,701,11,5/15/2023,63545.18,Credit Card
1579,176,13,7/19/2023,77066.96,Credit Card
1580,1171,22,1/17/2024,64896.67,Online Transfer
1581,1751,28,8/20/2023,57305.71,Credit Card
1582,202,5,1/9/2024,51064.75,Credit Card
1583,2327,16,7/31/2023,83532.45,Credit Card
1584,1220,10,10/4/2023,43160.01,Online Transfer
1585,221,38,1/20/2024,67175.34,Online Transfer
1586,2491,21,7/24/2023,64149.04,Cash
1587,941,27,3/25/2023,64784.07,Online Transfer
1588,2045,30,6/9/2023,94879.21,Online Transfer
1589,707,40,11/11/2023,95544.91,Online Transfer
1590,759,15,8/31/2023,95101.73,Online Transfer
1591,2230,26,10/17/2023,77317.83,Cash
1592,2184,31,2/11/2024,68380.11,Credit Card
1593,1702,12,2/19/2024,59528.42,Online Transfer
1594,627,1,2/10/2024,82243.34,Credit Card
1595,1262,9,6/5/2023,43545.0,Credit Card
1596,322,36,2/1/2024,75517.79,Credit Card
1597,1289,19,8/28/2023,71543.74,Credit Card
1598,342,39,1/22/2024,47267.13,Credit Card
1599,125,34,5/31/2023,81475.76,Cash
1600,1113,33,8/20/2023,74041.63,Cash
1601,1456,8,5/25/2023,48973.44,Online Transfer
1602,744,7,5/26/2023,75593.17,Online Transfer
1603,1502,14,8/28/2023,52612.64,Online Transfer
1604,1335,6,11/5/2023,73186.45,Online Transfer
1605,1438,18,9/15/2023,55568.89,Online Transfer
1606,370,2,2/15/2024,51242.91,Online Transfer
1607,2156,37,9/18/2023,72939.58,Credit Card
1608,2027,17,3/8/2024,50103.8,Online Transfer
1609,2086,36,7/24/2023,87647.32,Cash
1610,688,35,3/28/2023,77679.1,Online Transfer
1611,1890,1,8/14/2023,38632.96,Online Transfer
1612,1449,40,7/23/2023,77445.69,Cash
1613,1636,34,12/21/2023,54017.77,Online Transfer
1614,1617,29,4/1/2023,93941.94,Online Transfer
1615,2366,7,10/29/2023,71807.09,Online Transfer
1616,2345,18,2/29/2024,55347.75,Credit Card
1617,1540,15,11/6/2023,68076.99,Credit Card
1618,1100,16,6/20/2023,86639.11,Credit Card
1619,812,26,9/15/2023,80165.77,Online Transfer
1620,792,24,10/20/2023,71233.57,Credit Card
1621,1626,21,1/18/2024,48970.34,Credit Card
1622,1788,28,8/21/2023,44611.9,Credit Card
1623,1167,37,8/12/2023,52262.27,Online Transfer
1624,1132,12,3/20/2024,39642.7,Cash
1625,2013,9,4/17/2023,36872.61,Online Transfer
1626,1687,33,1/21/2024,31835.19,Online Transfer
1627,1865,6,6/6/2023,66996.07,Online Transfer
1628,603,25,7/18/2023,38740.83,Cash
1629,224,2,8/12/2023,98754.24,Online Transfer
1630,610,23,12/12/2023,89788.68,Online Transfer
1631,6,7,11/10/2023,51321.22,Credit Card
1632,2181,18,5/20/2023,77132.29,Online Transfer
1633,1887,30,4/12/2023,93113.57,Cash
1634,1120,40,2/17/2024,81913.64,Online Transfer
1635,2475,12,6/26/2023,89931.63,Online Transfer
1636,1782,10,11/23/2023,92989.69,Online Transfer
1637,1179,6,2/23/2024,63383.76,Online Transfer
1638,1827,5,8/1/2023,81761.5,Credit Card
1639,1061,34,1/7/2024,57268.92,Online Transfer
1640,1329,33,2/1/2024,57630.47,Online Transfer
1641,48,21,4/12/2023,44917.74,Cash
1642,876,36,1/4/2024,86140.54,Credit Card
1643,2316,22,3/30/2023,78749.57,Credit Card
1644,1304,16,1/15/2024,94138.15,Online Transfer
1645,978,37,8/11/2023,65978.75,Cash
1646,2215,20,12/27/2023,40199.76,Credit Card
1647,2325,14,2/29/2024,32679.69,Cash
1648,179,38,5/21/2023,51386.96,Credit Card
1649,232,32,10/9/2023,35181.2,Credit Card
1650,2122,2,2/4/2024,54847.69,Cash
1651,1762,19,1/2/2024,99038.83,Online Transfer
1652,1901,17,6/7/2023,54698.28,Credit Card
1653,883,27,8/19/2023,65258.13,Online Transfer
1654,1318,24,1/9/2024,52685.45,Credit Card
1655,712,11,5/31/2023,87349.97,Credit Card
1656,2399,35,8/8/2023,48579.18,Credit Card
1657,826,13,11/21/2023,58881.47,Cash
1658,355,26,2/29/2024,95423.39,Online Transfer
1659,1531,31,11/11/2023,62121.86,Online Transfer
1660,1954,28,6/26/2023,33255.46,Online Transfer
1661,227,4,8/3/2023,74335.86,Online Transfer
1662,2445,9,2/2/2024,55453.7,Credit Card
1663,1314,8,12/6/2023,57229.58,Online Transfer
1664,494,1,5/19/2023,32253.31,Credit Card
1665,108,25,10/20/2023,51756.84,Cash
1666,473,29,10/20/2023,44326.94,Cash
1667,823,3,2/18/2024,67156.17,Credit Card
1668,2423,39,12/29/2023,93898.13,Online Transfer
1669,1532,15,2/15/2024,79433.21,Cash
1670,1046,28,9/23/2023,41473.38,Cash
1671,1332,29,3/24/2023,99498.03,Credit Card
1672,130,37,1/26/2024,87433.57,Online Transfer
1673,880,5,1/30/2024,54546.26,Online Transfer
1674,2387,27,8/31/2023,59816.62,Credit Card
1675,40,7,9/20/2023,96827.23,Online Transfer
1676,1139,9,10/31/2023,76590.19,Online Transfer
1677,380,2,4/30/2023,48418.81,Cash
1678,1131,40,9/26/2023,47480.57,Online Transfer
1679,1271,26,2/10/2024,55544.61,Credit Card
1680,1763,4,6/10/2023,95557.88,Credit Card
1681,1651,38,12/31/2023,50343.43,Online Transfer
1682,1864,6,3/14/2024,33873.88,Online Transfer
1683,2368,16,2/3/2024,88157.14,Cash
1684,1893,15,5/15/2023,89648.47,Credit Card
1685,936,25,2/28/2024,36007.61,Credit Card
1686,1437,20,6/25/2023,36821.21,Credit Card
1687,2382,31,7/17/2023,63078.11,Credit Card
1688,1506,1,3/29/2023,98662.47,Online Transfer
1689,954,18,10/20/2023,98947.44,Credit Card
1690,1771,11,3/11/2024,88961.35,Credit Card
1691,1540,19,8/13/2023,57724.95,Credit Card
1692,216,13,6/28/2023,63926.27,Online Transfer
1693,2116,24,12/24/2023,68546.21,Credit Card
1694,242,39,12/27/2023,84662.38,Credit Card
1695,670,23,4/13/2023,64219.79,Online Transfer
1696,1708,34,3/7/2024,51433.3,Cash
1697,1910,17,4/5/2023,88313.34,Credit Card
1698,1863,12,9/12/2023,73928.09,Online Transfer
1699,1317,14,2/9/2024,36839.26,Cash
1700,991,36,11/3/2023,75959.98,Credit Card
1701,1561,33,11/12/2023,58773.9,Credit Card
1702,554,21,3/11/2024,56697.73,Credit Card
1703,2100,10,4/3/2023,81288.47,Credit Card
1704,785,35,3/4/2024,34948.86,Online Transfer
1705,2149,8,4/18/2023,32078.47,Cash
1706,213,22,3/30/2023,56752.6,Online Transfer
1707,296,32,7/25/2023,64658.74,Credit Card
1708,315,3,12/9/2023,64901.65,Credit Card
1709,1391,30,6/26/2023,82578.39,Credit Card
1710,1680,26,7/6/2023,73978.08,Credit Card
1711,1258,7,12/4/2023,78335.86,Credit Card
1712,462,11,10/2/2023,33860.66,Cash
1713,1399,39,5/13/2023,48726.98,Credit Card
1714,1071,12,4/28/2023,47097.64,Credit Card
1715,577,19,8/28/2023,71172.58,Credit Card
1716,182,29,7/11/2023,90070.36,Online Transfer
1717,2425,2,10/24/2023,39336.19,Cash
1718,659,30,5/6/2023,81914.19,Cash
1719,195,13,1/14/2024,43460.54,Credit Card
1720,1926,38,10/10/2023,86460.21,Credit Card
1721,1748,14,8/16/2023,35840.93,Credit Card
1722,580,31,10/4/2023,91281.6,Online Transfer
1723,764,35,8/31/2023,82058.39,Online Transfer
1724,411,6,6/18/2023,53280.33,Cash
1725,861,21,8/4/2023,33028.1,Online Transfer
1726,1494,4,12/3/2023,63253.87,Credit Card
1727,527,3,3/13/2024,92317.54,Online Transfer
1728,2468,40,9/10/2023,52461.6,Credit Card
1729,1224,36,2/22/2024,43469.11,Online Transfer
1730,1797,28,11/11/2023,51457.28,Cash
1731,2182,27,12/31/2023,48444.73,Credit Card
1732,1904,23,4/5/2023,52820.13,Cash
1733,251,25,12/28/2023,52534.97,Credit Card
1734,556,10,9/30/2023,72029.42,Credit Card
1735,1144,8,1/25/2024,45024.0,Credit Card
1736,2374,17,4/6/2023,53658.4,Credit Card
1737,321,20,8/21/2023,40376.67,Credit Card
1738,304,33,9/25/2023,69164.67,Cash
1739,1153,22,1/3/2024,67029.15,Online Transfer
1740,2483,24,7/12/2023,46826.52,Credit Card
1741,1979,18,1/18/2024,36954.45,Online Transfer
1742,932,1,11/15/2023,44049.25,Credit Card
1743,422,32,10/21/2023,64079.8,Online Transfer
1744,2363,34,5/31/2023,48942.29,Online Transfer
1745,1945,16,11/21/2023,71756.6,Credit Card
1746,2327,5,9/1/2023,83470.65,Online Transfer
1747,1497,9,4/18/2023,71728.87,Credit Card
1748,458,15,8/4/2023,36918.44,Credit Card
1749,133,37,9/19/2023,73475.59,Credit Card
1750,1874,5,1/30/2024,43973.56,Online Transfer
1751,1009,26,11/13/2023,32164.7,Credit Card
1752,1336,9,9/19/2023,32557.36,Online Transfer
1753,938,21,4/4/2023,59597.74,Online Transfer
1754,2270,27,4/26/2023,31072.72,Credit Card
1755,538,7,4/10/2023,88385.2,Online Transfer
1756,1914,23,4/11/2023,89527.15,Online Transfer
1757,2349,20,11/17/2023,83323.5,Online Transfer
1758,172,1,6/29/2023,60828.96,Online Transfer
1759,1283,31,9/28/2023,80399.55,Credit Card
1760,2252,2,5/22/2023,58213.19,Credit Card
1761,2474,19,5/22/2023,80965.15,Online Transfer
1762,2136,39,9/12/2023,48607.27,Online Transfer
1763,284,6,11/18/2023,86370.83,Cash
1764,2246,37,10/17/2023,62996.94,Online Transfer
1765,1483,28,10/14/2023,31945.23,Credit Card
1766,208,22,4/10/2023,47562.88,Cash
1767,362,17,10/16/2023,50268.84,Credit Card
1768,807,13,7/20/2023,97353.0,Credit Card
1769,1796,29,10/17/2023,89654.67,Cash
1770,703,3,1/20/2024,99672.11,Credit Card
1771,1214,14,4/17/2023,94102.81,Credit Card
1772,425,15,7/4/2023,77792.69,Online Transfer
1773,1638,33,3/25/2023,54202.82,Online Transfer
1774,2068,38,12/25/2023,76641.38,Credit Card
1775,1186,35,2/18/2024,39719.47,Credit Card
1776,157,40,4/6/2023,58810.81,Credit Card
1777,1154,25,4/10/2023,57331.68,Credit Card
1778,1226,36,2/23/2024,48099.49,Credit Card
1779,584,30,12/13/2023,83136.89,Cash
1780,1881,32,4/27/2023,52722.2,Online Transfer
1781,341,24,3/14/2024,35980.15,Credit Card
1782,140,18,9/10/2023,67520.4,Online Transfer
1783,1693,11,4/25/2023,73993.93,Online Transfer
1784,56,34,12/9/2023,39850.12,Credit Card
1785,2403,16,3/19/2024,59475.18,Online Transfer
1786,1544,4,1/19/2024,74280.09,Credit Card
1787,530,8,11/23/2023,62440.58,Credit Card
1788,1270,10,2/27/2024,68357.15,Online Transfer
1789,987,12,11/15/2023,78312.73,Credit Card
1790,2103,23,4/25/2023,48927.59,Cash
1791,1343,14,3/8/2024,39380.85,Credit Card
1792,2061,17,6/10/2023,36530.84,Credit Card
1793,1786,13,6/25/2023,55270.78,Credit Card
1794,1426,34,7/27/2023,88331.1,Credit Card
1795,162,19,10/17/2023,89146.07,Cash
1796,61,22,11/16/2023,96697.96,Online Transfer
1797,2060,5,11/17/2023,80527.77,Online Transfer
1798,872,33,7/12/2023,31612.65,Credit Card
1799,2276,35,12/25/2023,96277.17,Credit Card
1800,1295,2,5/5/2023,50754.06,Online Transfer
1801,1491,4,7/20/2023,48187.46,Online Transfer
1802,2111,40,3/25/2023,82414.07,Credit Card
1803,930,32,4/21/2023,45286.16,Credit Card
1804,2337,3,3/1/2024,56587.36,Credit Card
1805,622,6,7/15/2023,60860.56,Credit Card
1806,1312,16,11/28/2023,82047.77,Credit Card
1807,1369,11,7/31/2023,55599.69,Online Transfer
1808,2339,1,8/6/2023,98267.38,Online Transfer
1809,2059,24,4/11/2023,92295.56,Credit Card
1810,332,39,9/24/2023,35493.52,Online Transfer
1811,1028,23,10/11/2023,98792.55,Online Transfer
1812,2279,14,10/14/2023,75785.8,Credit Card
1813,1757,12,1/16/2024,69372.68,Credit Card
1814,268,28,2/17/2024,84424.94,Online Transfer
1815,1937,1,10/18/2023,42169.81,Cash
1816,1599,5,8/15/2023,75995.01,Online Transfer
1817,1717,31,3/18/2024,40361.49,Credit Card
1818,540,34,1/5/2024,57975.34,Credit Card
1819,1513,22,4/9/2023,71043.15,Online Transfer
1820,440,29,6/6/2023,74385.89,Credit Card
1821,988,11,1/31/2024,79666.6,Online Transfer
1822,1823,15,8/23/2023,35915.51,Online Transfer
1823,1636,8,5/20/2023,70807.12,Online Transfer
1824,610,6,3/12/2024,54748.76,Credit Card
1825,1841,33,4/2/2023,40412.99,Credit Card
1826,1458,39,2/9/2024,32659.81,Credit Card
1827,1607,26,12/11/2023,30042.4,Credit Card
1828,866,37,5/6/2023,98452.64,Online Transfer
1829,255,16,7/21/2023,87314.16,Cash
1830,473,38,9/29/2023,92138.89,Credit Card
1831,428,40,11/1/2023,52247.39,Online Transfer
1832,896,4,2/3/2024,43854.79,Credit Card
1833,297,9,6/24/2023,80553.03,Online Transfer
1834,2120,7,4/25/2023,94989.73,Credit Card
1835,654,32,10/14/2023,50585.0,Cash
1836,1083,18,8/9/2023,56251.71,Cash
1837,2046,25,4/29/2023,36979.51,Cash
1838,1629,24,3/19/2024,46305.73,Credit Card
1839,1566,17,5/18/2023,89440.2,Credit Card
1840,174,35,6/26/2023,86763.23,Credit Card
1841,2340,10,10/9/2023,43396.34,Credit Card
1842,1074,36,5/16/2023,98732.38,Online Transfer
1843,110,20,11/30/2023,70924.53,Online Transfer
1844,1459,30,11/8/2023,54620.56,Cash
1845,1200,27,11/18/2023,36610.48,Credit Card
1846,960,19,3/25/2023,95828.8,Cash
1847,1048,2,8/11/2023,62205.92,Credit Card
1848,1646,3,6/5/2023,87710.33,Credit Card
1849,1050,21,3/10/2024,32255.78,Credit Card
1850,1492,13,2/14/2024,82283.76,Credit Card
1851,2483,1,5/25/2023,48309.47,Credit Card
1852,2092,31,9/23/2023,95256.12,Credit Card
1853,2411,10,7/27/2023,81576.76,Credit Card
1854,824,13,6/12/2023,74466.89,Credit Card
1855,4,29,3/11/2024,87153.79,Online Transfer
1856,1398,18,2/23/2024,40177.32,Credit Card
1857,210,25,3/31/2023,79223.43,Online Transfer
1858,978,15,10/27/2023,98009.61,Credit Card
1859,76,38,11/1/2023,63525.2,Cash
1860,242,34,11/5/2023,55855.0,Credit Card
1861,533,23,10/28/2023,95383.26,Credit Card
1862,1949,2,5/24/2023,68419.39,Credit Card
1863,2248,12,8/19/2023,60902.85,Cash
1864,2391,27,8/3/2023,59980.57,Credit Card
1865,1910,6,1/8/2024,88847.69,Credit Card
1866,2369,17,11/7/2023,86345.12,Cash
1867,398,5,8/8/2023,77057.68,Credit Card
1868,337,7,9/11/2023,44283.42,Credit Card
1869,1470,20,8/9/2023,57475.96,Online Transfer
1870,762,22,4/15/2023,71302.62,Online Transfer
1871,2057,36,6/2/2023,45815.39,Online Transfer
1872,1494,39,9/21/2023,37656.57,Credit Card
1873,646,28,4/19/2023,54017.08,Credit Card
1874,1370,26,9/18/2023,47699.92,Online Transfer
1875,1847,40,1/25/2024,40533.89,Credit Card
1876,887,16,11/8/2023,48526.01,Online Transfer
1877,1604,8,4/24/2023,53035.86,Cash
1878,2262,11,4/5/2023,35156.91,Credit Card
1879,2377,30,1/31/2024,33441.93,Online Transfer
1880,2085,33,11/2/2023,39981.29,Credit Card
1881,1899,9,1/21/2024,79069.85,Cash
1882,471,14,10/5/2023,51318.57,Online Transfer
1883,2015,4,10/3/2023,97482.92,Credit Card
1884,1269,21,5/25/2023,85173.66,Online Transfer
1885,148,19,5/11/2023,73399.32,Credit Card
1886,1972,35,8/21/2023,62451.94,Cash
1887,1330,32,8/25/2023,48990.49,Online Transfer
1888,1532,24,6/19/2023,37047.85,Online Transfer
1889,1067,37,4/11/2023,83187.12,Credit Card
1890,1348,3,2/5/2024,43106.29,Online Transfer
1891,279,40,12/8/2023,92444.45,Credit Card
1892,1724,15,1/1/2024,79050.1,Cash
1893,998,7,12/5/2023,98424.78,Online Transfer
1894,2390,13,5/2/2023,53487.06,Credit Card
1895,2100,39,12/8/2023,78873.74,Credit Card
1896,1347,38,4/13/2023,88670.14,Online Transfer
1897,705,26,9/21/2023,65058.38,Cash
1898,175,6,8/23/2023,90023.39,Online Transfer
1899,2267,4,5/4/2023,36435.98,Cash
1900,1167,33,3/24/2023,68807.81,Credit Card
1901,2393,36,9/11/2023,98513.09,Cash
1902,2354,35,12/7/2023,67975.76,Credit Card
1903,889,16,8/16/2023,70190.87,Credit Card
1904,396,10,8/30/2023,30418.65,Credit Card
1905,2047,23,9/17/2023,81646.77,Credit Card
1906,1633,21,4/24/2023,54567.42,Online Transfer
1907,794,1,3/23/2023,80960.08,Credit Card
1908,807,5,5/18/2023,58235.0,Online Transfer
1909,274,30,11/26/2023,61435.29,Cash
1910,818,31,6/8/2023,32262.42,Online Transfer
1911,803,18,6/20/2023,84850.8,Credit Card
1912,54,12,5/24/2023,91218.86,Online Transfer
1913,2195,3,9/1/2023,68755.61,Online Transfer
1914,851,8,3/28/2023,40493.41,Cash
1915,2365,17,8/14/2023,52286.74,Credit Card
1916,300,37,5/16/2023,33149.02,Online Transfer
1917,1788,32,7/29/2023,38918.04,Online Transfer
1918,1774,11,6/17/2023,55837.5,Online Transfer
1919,694,25,4/7/2023,40749.35,Credit Card
1920,784,29,4/17/2023,39427.88,Online Transfer
1921,1926,20,12/1/2023,44090.35,Credit Card
1922,2135,24,1/23/2024,74085.72,Online Transfer
1923,273,22,4/30/2023,88485.93,Cash
1924,227,2,11/21/2023,75427.09,Online Transfer
1925,969,19,7/19/2023,47423.13,Credit Card
1926,937,34,1/7/2024,74502.33,Online Transfer
1927,1092,14,1/15/2024,64064.19,Credit Card
1928,538,9,10/13/2023,72945.89,Online Transfer
1929,1909,28,9/11/2023,31675.26,Credit Card
1930,1094,27,4/29/2023,92084.78,Online Transfer
1931,1975,17,4/14/2023,81179.39,Cash
1932,1490,1,10/26/2023,94058.45,Online Transfer
1933,2286,9,1/28/2024,62889.52,Credit Card
1934,1775,26,10/1/2023,94817.31,Credit Card
1935,1004,14,12/24/2023,34179.92,Credit Card
1936,45,27,10/11/2023,47285.58,Cash
1937,265,19,5/23/2023,48981.41,Credit Card
1938,734,16,11/27/2023,91886.77,Cash
1939,650,4,7/14/2023,58893.68,Cash
1940,507,38,1/2/2024,72163.17,Cash
1941,1262,3,5/22/2023,80314.68,Credit Card
1942,319,20,9/27/2023,59490.54,Credit Card
1943,1395,12,4/20/2023,92929.43,Credit Card
1944,541,28,2/15/2024,68800.82,Online Transfer
1945,1857,29,3/16/2024,43471.03,Credit Card
1946,1583,32,5/27/2023,73133.21,Credit Card
1947,1506,33,3/20/2024,83614.68,Credit Card
1948,172,18,1/8/2024,38183.36,Credit Card
1949,1477,8,4/6/2023,35695.12,Online Transfer
1950,2360,15,1/24/2024,33234.16,Credit Card
1951,1577,34,9/20/2023,80396.58,Credit Card
1952,1879,30,4/20/2023,42522.82,Online Transfer
1953,767,31,6/4/2023,30464.98,Credit Card
1954,1654,13,3/7/2024,58030.89,Credit Card
1955,1716,10,9/21/2023,34788.66,Credit Card
1956,1054,5,12/12/2023,49140.05,Credit Card
1957,2063,7,11/29/2023,77673.6,Online Transfer
1958,503,11,6/7/2023,46635.51,Credit Card
1959,1316,6,6/1/2023,89999.17,Cash
1960,874,36,10/16/2023,55387.69,Online Transfer
1961,2005,21,3/6/2024,86873.12,Credit Card
1962,381,24,7/6/2023,53228.49,Online Transfer
1963,863,40,6/16/2023,72926.3,Credit Card
1964,1925,37,9/17/2023,41270.29,Cash
1965,2498,35,8/8/2023,34339.52,Online Transfer
1966,431,22,12/8/2023,89928.11,Credit Card
1967,155,39,12/12/2023,36722.48,Credit Card
1968,2150,2,1/25/2024,36634.06,Credit Card
1969,1093,25,10/25/2023,80787.56,Online Transfer
1970,1166,23,5/15/2023,93293.09,Credit Card
1971,1144,24,9/8/2023,70056.04,Cash
1972,1315,37,3/20/2024,66410.61,Cash
1973,2470,22,12/6/2023,94540.85,Cash
1974,1110,19,6/10/2023,44541.37,Online Transfer
1975,65,36,11/3/2023,45290.44,Online Transfer
1976,2094,27,11/21/2023,68821.28,Cash
1977,458,14,8/5/2023,69994.66,Cash
1978,556,21,1/5/2024,82702.05,Credit Card
1979,1213,38,12/7/2023,70863.21,Online Transfer
1980,447,11,4/25/2023,62737.3,Online Transfer
1981,567,33,1/13/2024,69674.82,Credit Card
1982,356,7,11/18/2023,60595.54,Cash
1983,444,40,5/24/2023,57564.78,Credit Card
1984,1540,26,1/10/2024,97802.96,Credit Card
1985,1461,28,3/17/2024,35507.43,Online Transfer
1986,735,3,7/2/2023,77438.08,Credit Card
1987,321,20,6/29/2023,97845.07,Credit Card
1988,1286,8,5/4/2023,69287.53,Online Transfer
1989,2416,9,9/4/2023,66881.22,Credit Card
1990,1096,35,3/13/2024,74873.32,Credit Card
1991,599,29,3/15/2024,36782.27,Credit Card
1992,1679,39,9/22/2023,52002.92,Credit Card
1993,563,17,7/21/2023,51681.29,Online Transfer
1994,2433,29,8/21/2023,63879.92,Online Transfer
1995,1194,6,7/8/2023,96422.41,Online Transfer
1996,1590,5,10/9/2023,40400.63,Cash
1997,241,30,4/8/2023,30947.95,Online Transfer
1998,85,40,1/21/2024,41725.1,Credit Card
1999,2415,35,11/16/2023,90009.96,Credit Card
2000,928,10,8/5/2023,81634.58,Online Transfer
2001,359,16,10/26/2023,44917.43,Credit Card
2002,2179,23,7/24/2023,47855.08,Credit Card
2003,1133,21,10/28/2023,83027.83,Cash
2004,973,2,9/13/2023,66170.25,Online Transfer
2005,664,4,3/16/2024,96444.98,Cash
2006,1973,25,5/31/2023,90413.01,Online Transfer
2007,1093,20,7/13/2023,68337.79,Online Transfer
2008,1725,31,7/18/2023,68154.04,Cash
2009,2397,34,5/27/2023,70046.6,Online Transfer
2010,684,36,10/15/2023,36939.61,Credit Card
2011,1163,8,8/1/2023,47643.78,Credit Card
2012,1644,13,12/22/2023,77550.73,Credit Card
2013,478,22,9/13/2023,50081.6,Online Transfer
2014,1139,33,1/22/2024,66603.44,Cash
2015,1809,24,6/13/2023,32019.41,Credit Card
2016,1703,37,5/11/2023,77956.89,Cash
2017,2187,1,8/28/2023,86543.51,Cash
2018,2204,27,11/2/2023,63894.13,Cash
2019,2330,3,5/18/2023,54455.3,Online Transfer
2020,761,19,12/17/2023,36200.92,Credit Card
2021,2226,26,12/26/2023,46582.13,Online Transfer
2022,1292,18,7/1/2023,31902.47,Cash
2023,1822,28,4/20/2023,89901.35,Credit Card
2024,579,9,10/14/2023,76301.7,Credit Card
2025,841,32,12/4/2023,40694.1,Credit Card
2026,1621,14,12/15/2023,82655.18,Online Transfer
2027,2123,7,12/31/2023,52415.49,Credit Card
2028,618,12,12/31/2023,44301.54,Online Transfer
2029,427,15,1/6/2024,57966.14,Cash
2030,632,38,4/11/2023,37194.94,Credit Card
2031,2211,11,11/25/2023,46390.65,Cash
2032,1689,36,11/17/2023,78861.84,Cash
2033,1705,11,10/29/2023,77754.04,Credit Card
2034,20,18,6/18/2023,79774.14,Credit Card
2035,216,27,8/21/2023,61820.06,Credit Card
2036,2427,14,7/3/2023,62327.72,Online Transfer
2037,673,23,8/24/2023,59315.88,Credit Card
2038,213,39,2/28/2024,68636.37,Credit Card
2039,1718,3,9/24/2023,95906.01,Online Transfer
2040,1488,13,6/6/2023,34783.47,Online Transfer
2041,1654,7,9/20/2023,77705.93,Cash
2042,864,4,8/19/2023,36227.21,Credit Card
2043,771,12,2/10/2024,94988.86,Credit Card
2044,2162,16,11/7/2023,73198.9,Online Transfer
2045,327,21,1/29/2024,71325.36,Credit Card
2046,2224,25,10/28/2023,48122.54,Online Transfer
2047,1806,1,7/10/2023,43932.84,Cash
2048,110,10,10/24/2023,49809.53,Online Transfer
2049,1284,8,9/23/2023,60314.76,Online Transfer
2050,681,15,3/28/2023,70625.27,Online Transfer
2051,1899,29,6/12/2023,74098.26,Credit Card
2052,1087,17,4/10/2023,66698.56,Credit Card
2053,395,24,1/2/2024,30520.33,Online Transfer
2054,2308,9,8/3/2023,94655.91,Online Transfer
2055,2232,19,1/8/2024,99980.6,Credit Card
2056,1409,22,4/11/2023,41613.61,Credit Card
